ResponseId,MainBranch,Employment,Country,US_State,UK_Country,EdLevel,Age1stCode,LearnCode,YearsCode,YearsCodePro,DevType,OrgSize,Currency,CompTotal,CompFreq,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSys,NEWStuck,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,NEWOtherComms,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,SurveyLength,SurveyEase,ConvertedCompYearly
1829,I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,England,Some college/university study without earning a degree,11 - 17 years,"Other online resources (ex: videos, blogs, etc);Online Forum;Online Courses or Certification;Colleague",15,13,"Developer, back-end;Engineering manager","10,000 or more employees",GBP	Pound sterling,120000,Yearly,Bash/Shell;HTML/CSS;JavaScript;Node.js;PHP;SQL;Swift;TypeScript,Bash/Shell;Go;HTML/CSS;JavaScript;Node.js;PHP;SQL;TypeScript,Elasticsearch;MySQL;PostgreSQL;Redis;SQLite,DynamoDB;MySQL;PostgreSQL;Redis;SQLite,AWS;Heroku,AWS;Google Cloud Platform;Heroku;Microsoft Azure,Laravel;Vue.js,Laravel;React.js;Vue.js,NA,NA,Docker;Git;Yarn,Ansible;Docker;Git;Kubernetes;Terraform;Unity 3D,Visual Studio Code;Xcode,Visual Studio Code;Xcode,MacOS,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per month or weekly,Neutral,Yes,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,155111
1830,I am a developer by profession,"Not employed, but looking for work",India,NA,NA,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc)",22,NA,"Developer, desktop or enterprise applications;Other (please specify):;Developer, back-end",NA,NA,NA,NA,C;C++;Java;JavaScript;Kotlin;Scala;SQL,Java;Scala;SQL,Elasticsearch;MongoDB;MySQL,Elasticsearch;MongoDB;MySQL,AWS;Microsoft Azure,AWS;Microsoft Azure,NA,NA,Apache Spark,Apache Spark,Docker,Docker,Eclipse,Eclipse,Windows,Visit Stack Overflow;Google it;Do other work and come back later;Play games,Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per month or weekly,"Yes, somewhat",No,45-54 years old,Man,No,Straight / Heterosexual,South Asian,None of the above,None of the above,Appropriate in length,Easy,NA
1831,I am a developer by profession,Employed full-time,Spain,NA,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,School;Other (please specify):,16,11,"Engineer, data;Developer, back-end",100 to 499 employees,EUR European Euro,80000,Yearly,Python;Scala,Scala,DynamoDB;PostgreSQL,DynamoDB;PostgreSQL,AWS;Google Cloud Platform,AWS;Google Cloud Platform,NA,NA,Apache Spark,Apache Spark,Docker;Git;Kubernetes,Docker;Git;Kubernetes,IntelliJ;Sublime Text,IntelliJ;Sublime Text,MacOS,Call a coworker or friend;Visit Stack Overflow;Google it;Other (please specify):,Stack Overflow,Multiple times per day,Yes,A few times per month or weekly,"Yes, somewhat",No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent;Hispanic or Latino/a/x,None of the above,None of the above,Too long,Easy,86478
1832,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Ukraine,NA,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,Other (please specify):,26,15,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, embedded applications or devices","Just me - I am a freelancer, sole proprietor, etc.",UAH	Ukrainian hryvnia,14000,Monthly,C;HTML/CSS;JavaScript;PHP;SQL,HTML/CSS;JavaScript;PHP;SQL,MariaDB;MySQL,MariaDB;MySQL,NA,NA,jQuery,jQuery,NA,NA,Git,Git,Notepad++;PHPStorm;Visual Studio Code,Notepad++;PHPStorm;Visual Studio Code,Linux-based,Visit Stack Overflow;Google it;Panic,Stack Overflow,Multiple times per day,Yes,Less than once per month or monthly,Neutral,No,35-44 years old,Man,No,Prefer not to say,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,6852
1833,I am a student who is learning to code,"Student, full-time",Poland,NA,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,School;Friend or family member;Online Courses or Certification,4,NA,NA,NA,NA,NA,NA,HTML/CSS;Java;JavaScript;SQL;TypeScript,HTML/CSS;Java;JavaScript;Node.js;SQL;TypeScript,Firebase;MySQL,Elasticsearch;Firebase;MongoDB;MySQL;Redis,AWS,AWS,Angular;Spring;Vue.js,Angular;Express;Spring;Vue.js,NA,NA,Flow;Git,Deno;Docker;Flow;Git;Kubernetes,IntelliJ;Notepad++;Visual Studio Code,IntelliJ;Notepad++;Visual Studio Code;Webstorm,Windows,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per month or weekly,"Yes, somewhat",No,18-24 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,NA
1834,I am a developer by profession,Employed full-time,France,NA,NA,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,Other (please specify):,24,20,"Developer, full-stack;Data scientist or machine learning specialist","1,000 to 4,999 employees",EUR European Euro,NA,NA,Bash/Shell;C;C#;C++;Java;JavaScript;Python;SQL,NA,Oracle;PostgreSQL,NA,AWS,NA,React.js,NA,.NET Core / .NET 5,NA,Docker;Git,NA,Vim;Visual Studio;Visual Studio Code,NA,Linux-based,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity,Stack Overflow,A few times per week,Yes,A few times per month or weekly,"Yes, somewhat",Yes,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,NA
1835,I am a student who is learning to code,"Student, full-time",Sweden,NA,NA,Some college/university study without earning a degree,11 - 17 years,"Other online resources (ex: videos, blogs, etc)",11,NA,NA,NA,NA,NA,NA,C#;Haskell;HTML/CSS;Java;Node.js;PowerShell;Rust;TypeScript,C#;Haskell;HTML/CSS;PowerShell;Rust;TypeScript,NA,NA,NA,NA,React.js,Svelte,.NET Framework;.NET Core / .NET 5,.NET Framework;.NET Core / .NET 5,Docker;Git,Docker;Git;Unity 3D,Visual Studio;Visual Studio Code,Visual Studio;Visual Studio Code,Windows,Visit Stack Overflow;Do other work and come back later;Other (please specify):,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"No, not really",No,18-24 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,NA
1836,I am a student who is learning to code,"Student, full-time",India,NA,NA,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Online Courses or Certification",3,NA,NA,NA,NA,NA,NA,C;C++;HTML/CSS;Python;SQL,C++;Java;Kotlin;Python;SQL,MongoDB;MySQL,MongoDB;MySQL,NA,NA,Angular.js;Express;jQuery,Angular.js;Django;Express;jQuery;React.js;Ruby on Rails,NA,NA,Git,Git;Kubernetes;Unity 3D;Unreal Engine;Xamarin;Yarn,Visual Studio Code,Android Studio;IPython/Jupyter;PyCharm;Visual Studio Code,Linux-based,Visit Stack Overflow;Google it;Watch help / tutorial videos;Visit another developer community (please name):,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per month or weekly,"Yes, definitely",Yes,18-24 years old,Man,No,Straight / Heterosexual,South Asian,None of the above,None of the above,Appropriate in length,Easy,NA
1837,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Germany,NA,NA,"Other doctoral degree (Ph.D., Ed.D., etc.)",11 - 17 years,Online Courses or Certification,5,3,Data scientist or machine learning specialist,"5,000 to 9,999 employees",EUR European Euro,70000,Yearly,HTML/CSS;R;SQL,HTML/CSS;JavaScript;Python;R,PostgreSQL,PostgreSQL,NA,NA,NA,NA,NA,NA,Git,Docker;Git,RStudio,RStudio;Visual Studio Code,Windows,Visit Stack Overflow;Visit another developer community (please name):,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Multiple times per day,"Yes, definitely",Yes,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Too long,Easy,75669
1838,I am a developer by profession,Employed full-time,United States of America,Georgia,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,School,23,22,"Engineer, data;Developer, back-end","5,000 to 9,999 employees",USD	United States dollar,149000,Yearly,C#;JavaScript;TypeScript,C#,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,AWS;Microsoft Azure,Angular;ASP.NET;ASP.NET Core ,ASP.NET;ASP.NET Core ,.NET Framework;.NET Core / .NET 5,.NET Framework;.NET Core / .NET 5,NA,NA,Visual Studio;Visual Studio Code,Visual Studio;Visual Studio Code,Windows,Google it,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per week,"Yes, definitely",No,45-54 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,149000
1839,I am a developer by profession,Employed full-time,Germany,NA,NA,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5 - 10 years,Other (please specify):,24,14,"Developer, desktop or enterprise applications;Developer, full-stack;Developer, back-end",100 to 499 employees,EUR European Euro,NA,NA,Bash/Shell;Elixir;Go;Java;JavaScript;Rust,Bash/Shell;Java,NA,NA,NA,NA,Spring,Spring,NA,NA,Docker;Git,Docker;Git,IntelliJ;Visual Studio Code,IntelliJ;Visual Studio Code,Linux-based,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity,Stack Overflow,Daily or almost daily,Yes,Daily or almost daily,"Yes, somewhat",Yes,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,NA
1840,I am a developer by profession,Employed full-time,United States of America,Oregon,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5 - 10 years,School,30,5,"Developer, QA or test",20 to 99 employees,USD	United States dollar,150000,Yearly,Bash/Shell;HTML/CSS;JavaScript;Kotlin;Node.js;Ruby;Swift,Bash/Shell;HTML/CSS;JavaScript;Python;Ruby;Swift,NA,NA,NA,NA,jQuery,NA,NA,NA,Git,Git,Android Studio;Vim;Visual Studio Code;Xcode,RubyMine;Vim;Visual Studio Code;Xcode,MacOS,Visit Stack Overflow;Google it,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per month or weekly,"Yes, definitely",No,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,150000
1841,I am a developer by profession,Employed full-time,India,NA,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,School;Online Courses or Certification,11,7,"Developer, desktop or enterprise applications;Developer, full-stack",20 to 99 employees,INR	Indian rupee,NA,NA,HTML/CSS;JavaScript;Node.js;PHP;SQL,Go;HTML/CSS;JavaScript;Node.js;PHP;SQL;TypeScript,Elasticsearch;MongoDB;MySQL;Redis,Elasticsearch;MongoDB;MySQL;PostgreSQL;Redis,AWS,AWS;Google Cloud Platform,Express;jQuery;Laravel;React.js,Express;jQuery;Laravel;React.js,NA,NA,Git,Deno;Docker;Git;Kubernetes,Sublime Text;Visual Studio Code,Visual Studio Code,MacOS,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,"Yes, definitely",Yes,25-34 years old,Man,No,Straight / Heterosexual,South Asian,None of the above,None of the above,Appropriate in length,Easy,NA
1842,I am a developer by profession,Employed full-time,Argentina,NA,NA,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25 - 34 years,Online Courses or Certification,7,6,"Developer, full-stack;Developer, back-end;DevOps specialist",100 to 499 employees,ARS	Argentine peso,325000,Monthly,Bash/Shell;HTML/CSS;JavaScript;Node.js;TypeScript,Bash/Shell;Clojure;JavaScript;Node.js;TypeScript,Elasticsearch;MongoDB;PostgreSQL,MongoDB;PostgreSQL,AWS,AWS,Angular;Express;React.js,React.js,NA,NA,Docker;Git;Kubernetes,Deno;Docker;Git;Kubernetes;Terraform,IntelliJ;Vim;Visual Studio Code;Webstorm,IntelliJ;Webstorm,Linux-based,Call a coworker or friend;Google it;Meditate,Stack Overflow,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat",No,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent;Hispanic or Latino/a/x,None of the above,None of the above,Appropriate in length,Easy,63252
1843,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Sweden,NA,NA,Some college/university study without earning a degree,5 - 10 years,School;Other (please specify):,40,24,"Developer, embedded applications or devices","1,000 to 4,999 employees",SEK	Swedish krona,42000,Monthly,Bash/Shell;C;C++;Python,Bash/Shell;C++;Python,SQLite,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atom,NA,Linux-based,Call a coworker or friend;Visit Stack Overflow;Google it;Do other work and come back later;Other (please specify):,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Multiple times per day,"Yes, definitely",No,45-54 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,"Or, in your own words:",Appropriate in length,Easy,51552
1844,I am a developer by profession,Employed full-time,Spain,NA,NA,"Associate degree (A.A., A.S., etc.)",11 - 17 years,Other (please specify):,20,13,"Developer, back-end",500 to 999 employees,EUR European Euro,70000,Yearly,Go;Java;Kotlin,JavaScript;Kotlin;TypeScript,Couchbase,PostgreSQL,Google Cloud Platform;Microsoft Azure,AWS,Spring,React.js;Spring,NA,NA,Docker;Git;Kubernetes,Docker;Git;Kubernetes,IntelliJ;Visual Studio Code,IntelliJ;Visual Studio Code,MacOS,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"Yes, somewhat",Yes,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,NA,"I have a mood or emotional disorder (e.g. depression, bipolar disorder);I have an anxiety disorder",Appropriate in length,Easy,75669
1845,I am a student who is learning to code,"Student, full-time",Romania,NA,NA,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Online Courses or Certification",6,NA,NA,NA,NA,NA,NA,Assembly;C;C++;Haskell;HTML/CSS;Java;JavaScript;Node.js;PHP;Python;SQL,Assembly;Bash/Shell;C;C#;C++;Haskell;HTML/CSS;Java;JavaScript;Node.js;Objective-C;PHP;SQL;TypeScript,Microsoft SQL Server;MySQL;Oracle;SQLite,Microsoft SQL Server;MySQL;Oracle;SQLite,Heroku;Microsoft Azure,NA,NA,NA,NumPy;Pandas,.NET Framework;.NET Core / .NET 5;Qt;React Native,Git,Docker;Git;Kubernetes;Unity 3D;Unreal Engine;Xamarin,Android Studio;IntelliJ;Notepad++;PHPStorm;PyCharm;RStudio;Visual Studio;Visual Studio Code;Webstorm,Android Studio;IntelliJ;Notepad++;PHPStorm;Visual Studio;Visual Studio Code;Webstorm,Windows,Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow;Stack Exchange,A few times per week,Yes,A few times per month or weekly,"No, not really",No,18-24 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,"I have a concentration and/or memory disorder (e.g. ADHD);I have a mood or emotional disorder (e.g. depression, bipolar disorder)",Appropriate in length,Easy,NA
1846,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United States of America,Tennessee,NA,"Other doctoral degree (Ph.D., Ed.D., etc.)",18 - 24 years,School,8,2,Scientist,"10,000 or more employees",USD	United States dollar,83000,Yearly,Bash/Shell;C;C++;Matlab,Python,NA,NA,Microsoft Azure,NA,NA,NA,NA,NA,Git,NA,Notepad++;Visual Studio,NA,Windows,Visit Stack Overflow;Google it,Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per month or weekly,"Yes, somewhat",Yes,35-44 years old,Man,No,Straight / Heterosexual,Middle Eastern,None of the above,None of the above,Appropriate in length,Easy,83000
1847,I am a developer by profession,Employed full-time,Russian Federation,NA,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc)",10,5,"Developer, front-end","10,000 or more employees",RUB	Russian ruble,450000,Monthly,HTML/CSS;Java;JavaScript;Node.js;Python;SQL;TypeScript,Go;Rust,MongoDB;PostgreSQL,MySQL,DigitalOcean,AWS;Google Cloud Platform,Express;jQuery;React.js;Svelte;Vue.js,Angular,React Native,NA,NA,NA,IntelliJ;IPython/Jupyter;Vim;Visual Studio Code,NA,MacOS,Go for a walk or other physical activity,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,Neutral,No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,84924
1848,I am a developer by profession,Employed full-time,France,NA,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,Online Courses or Certification,8,6,"Developer, front-end",100 to 499 employees,EUR European Euro,52000,Yearly,HTML/CSS;JavaScript;TypeScript,HTML/CSS;JavaScript;TypeScript,NA,NA,AWS,AWS,React.js,React.js,React Native,React Native,Docker;Git;Yarn,Docker;Git;Yarn,Visual Studio Code,Visual Studio Code,MacOS,Visit Stack Overflow;Google it,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Too long,Easy,56211
1849,I am a developer by profession,"Independent contractor, freelancer, or self-employed","Venezuela, Bolivarian Republic of...",NA,NA,"Professional degree (JD, MD, etc.)",18 - 24 years,"Coding Bootcamp;Other online resources (ex: videos, blogs, etc);Online Forum;Online Courses or Certification;Colleague",7,4,"Developer, full-stack;Developer, QA or test;DevOps specialist;Educator",2 to 9 employees,USD	United States dollar,600,Monthly,HTML/CSS;JavaScript;PHP;Python;Ruby;SQL,C;C++;Go;HTML/CSS;JavaScript;PHP;Python;Rust;SQL,MariaDB;MySQL;PostgreSQL,MariaDB;MySQL;PostgreSQL,DigitalOcean;Heroku,DigitalOcean;Heroku,Express;jQuery;Laravel;React.js;Ruby on Rails;Vue.js,Django;Laravel;React.js;Vue.js,NA,NA,Docker;Git;Yarn,Docker;Git;Yarn,Atom;Sublime Text;Visual Studio Code,Sublime Text;Visual Studio Code,Linux-based,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Meditate,Stack Overflow,Daily or almost daily,Yes,A few times per month or weekly,"Yes, definitely",Yes,25-34 years old,Man,NA,Bisexual,Hispanic or Latino/a/x,None of the above,None of the above,Appropriate in length,Easy,7200
